epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,1161.12,0.79885,0.61547,1.07446,0.83098,0.76486,0.83317,0.557,0.99671,0.71451,1.12764,0.0003862,0.0003862,0.0003862
188,1167.3,0.79296,0.61316,1.06511,0.84942,0.7416,0.82926,0.56498,0.92377,0.68006,1.10909,0.0003829,0.0003829,0.0003829
189,1173.37,0.7664,0.59135,1.05748,0.81736,0.74011,0.80141,0.52794,1.01765,0.71175,1.13975,0.0003796,0.0003796,0.0003796
190,1179.52,0.80667,0.60935,1.07461,0.85298,0.79456,0.83098,0.57725,0.98954,0.68005,1.09224,0.0003763,0.0003763,0.0003763
191,1185.77,0.76706,0.57611,1.04263,0.8003,0.79328,0.82083,0.57727,1.00019,0.72981,1.09657,0.000373,0.000373,0.000373
192,1192.05,0.81883,0.61828,1.08243,0.80573,0.78295,0.81459,0.56245,1.10076,0.70839,1.11862,0.0003697,0.0003697,0.0003697
193,1198.12,0.78118,0.57613,1.04895,0.80311,0.7907,0.82694,0.57438,1.09477,0.67159,1.13491,0.0003664,0.0003664,0.0003664
194,1204.35,0.79202,0.58434,1.06789,0.83484,0.77061,0.8152,0.56583,1.19018,0.75164,1.14544,0.0003631,0.0003631,0.0003631
195,1210.43,0.78546,0.58408,1.06571,0.84102,0.77003,0.82605,0.57544,1.07369,0.7335,1.13007,0.0003598,0.0003598,0.0003598
196,1216.65,0.77985,0.59018,1.05735,0.80095,0.7902,0.81747,0.57051,1.17184,0.73681,1.14338,0.0003565,0.0003565,0.0003565
197,1222.72,0.78965,0.59905,1.05325,0.84993,0.76098,0.82205,0.57303,1.14721,0.76859,1.11509,0.0003532,0.0003532,0.0003532
198,1228.89,0.77002,0.5885,1.05044,0.78723,0.75529,0.7968,0.5647,0.96774,0.74852,1.0923,0.0003499,0.0003499,0.0003499
199,1234.93,0.78669,0.59472,1.05969,0.86163,0.74014,0.81895,0.56601,1.00634,0.70858,1.09805,0.0003466,0.0003466,0.0003466
200,1241.09,0.78037,0.60507,1.06055,0.8012,0.74979,0.81677,0.56064,0.96379,0.7208,1.09017,0.0003433,0.0003433,0.0003433
201,1247.15,0.76679,0.59641,1.05096,0.82828,0.77261,0.80266,0.55549,1.16563,0.72961,1.10169,0.00034,0.00034,0.00034
202,1253.25,0.73849,0.55147,1.0397,0.80489,0.78553,0.82814,0.58188,1.1389,0.75144,1.10254,0.0003367,0.0003367,0.0003367
203,1259.44,0.78777,0.58414,1.06309,0.85296,0.77947,0.84117,0.57124,1.25189,0.74372,1.1547,0.0003334,0.0003334,0.0003334
204,1265.59,0.75586,0.56916,1.04323,0.82433,0.77603,0.82261,0.58021,1.24237,0.78726,1.13435,0.0003301,0.0003301,0.0003301
205,1271.68,0.78466,0.58473,1.07108,0.86644,0.72079,0.81143,0.5466,1.02902,0.76417,1.1209,0.0003268,0.0003268,0.0003268
206,1277.84,0.75246,0.56451,1.04632,0.80976,0.75711,0.83643,0.56882,1.01502,0.69662,1.10306,0.0003235,0.0003235,0.0003235
207,1283.88,0.75304,0.57372,1.03734,0.84333,0.75452,0.83432,0.57028,1.17572,0.73217,1.12482,0.0003202,0.0003202,0.0003202
208,1290,0.74683,0.56593,1.0438,0.82217,0.77003,0.82808,0.56397,1.04589,0.72267,1.13224,0.0003169,0.0003169,0.0003169
209,1296.06,0.73087,0.55099,1.03495,0.83618,0.73127,0.82048,0.56306,0.97871,0.74424,1.11503,0.0003136,0.0003136,0.0003136
210,1302.24,0.75876,0.55104,1.04843,0.8749,0.73127,0.83937,0.57247,1.07764,0.71949,1.13365,0.0003103,0.0003103,0.0003103
211,1308.34,0.76258,0.55876,1.04114,0.84721,0.75938,0.83395,0.57763,0.98955,0.68976,1.10058,0.000307,0.000307,0.000307
212,1314.48,0.7605,0.58863,1.05257,0.84434,0.73902,0.82794,0.57766,0.98135,0.66283,1.09356,0.0003037,0.0003037,0.0003037
213,1320.55,0.7401,0.54715,1.03103,0.83983,0.75875,0.83232,0.57332,1.1206,0.7208,1.11908,0.0003004,0.0003004,0.0003004
214,1326.67,0.74902,0.55213,1.04456,0.85232,0.77547,0.83331,0.58467,0.95084,0.66344,1.08746,0.0002971,0.0002971,0.0002971
215,1332.9,0.73964,0.53859,1.04174,0.83886,0.76673,0.82787,0.57134,1.10166,0.75773,1.10999,0.0002938,0.0002938,0.0002938
216,1339.06,0.74308,0.54939,1.03616,0.82752,0.76486,0.82095,0.56826,1.12382,0.74648,1.13095,0.0002905,0.0002905,0.0002905
217,1345.13,0.75743,0.54903,1.04998,0.87314,0.73385,0.81837,0.57466,1.0261,0.7127,1.10708,0.0002872,0.0002872,0.0002872
218,1351.21,0.74565,0.54592,1.04467,0.85014,0.75969,0.81516,0.57853,1.0645,0.75552,1.1259,0.0002839,0.0002839,0.0002839
219,1357.22,0.7532,0.5615,1.04346,0.87003,0.74419,0.82083,0.591,1.04716,0.71273,1.09975,0.0002806,0.0002806,0.0002806
220,1363.46,0.73404,0.55351,1.03956,0.83407,0.75336,0.82105,0.58542,1.10897,0.72824,1.10766,0.0002773,0.0002773,0.0002773
221,1369.56,0.77907,0.57149,1.05507,0.85742,0.7459,0.81819,0.57075,1.18742,0.73916,1.14848,0.000274,0.000274,0.000274
222,1375.73,0.72575,0.54574,1.02772,0.89097,0.73907,0.82447,0.57299,1.21365,0.75268,1.15634,0.0002707,0.0002707,0.0002707
223,1381.83,0.75653,0.54713,1.03595,0.85955,0.75906,0.82673,0.5752,1.11413,0.75476,1.11994,0.0002674,0.0002674,0.0002674
224,1387.96,0.74756,0.55978,1.04738,0.87014,0.74449,0.82684,0.58705,1.09656,0.70664,1.1358,0.0002641,0.0002641,0.0002641
225,1394.03,0.7305,0.54316,1.05273,0.86105,0.75711,0.83259,0.59469,1.16301,0.71218,1.1318,0.0002608,0.0002608,0.0002608
226,1400.29,0.75736,0.54926,1.04066,0.85167,0.75669,0.82532,0.58211,1.13994,0.71385,1.13757,0.0002575,0.0002575,0.0002575
227,1406.36,0.69615,0.51398,1.00472,0.86065,0.74419,0.81924,0.57735,1.12106,0.73384,1.13157,0.0002542,0.0002542,0.0002542
228,1412.43,0.73034,0.54394,1.03818,0.80946,0.79038,0.8285,0.59056,1.03255,0.69282,1.10838,0.0002509,0.0002509,0.0002509
229,1418.56,0.74308,0.54182,1.03142,0.8482,0.74935,0.81652,0.58384,1.03793,0.68272,1.10731,0.0002476,0.0002476,0.0002476
230,1424.59,0.74044,0.53259,1.03032,0.85321,0.76227,0.82737,0.59115,1.07223,0.67984,1.11036,0.0002443,0.0002443,0.0002443
231,1430.74,0.73356,0.54417,1.02826,0.88458,0.7261,0.81585,0.58028,1.13087,0.77261,1.1179,0.000241,0.000241,0.000241
232,1437.49,0.76723,0.5724,1.04327,0.86517,0.75194,0.82935,0.57932,1.07779,0.68418,1.10479,0.0002377,0.0002377,0.0002377
233,1443.61,0.75554,0.57703,1.04782,0.83284,0.78811,0.83559,0.59934,1.02926,0.64628,1.10227,0.0002344,0.0002344,0.0002344
234,1449.85,0.73202,0.54783,1.03131,0.84881,0.79328,0.84017,0.5948,1.1694,0.65947,1.122,0.0002311,0.0002311,0.0002311
235,1455.93,0.72794,0.53809,1.02263,0.8678,0.76331,0.82317,0.58359,1.21745,0.68847,1.13966,0.0002278,0.0002278,0.0002278
236,1462.04,0.70651,0.51488,1.0262,0.81661,0.78295,0.81771,0.57969,1.21909,0.69603,1.14476,0.0002245,0.0002245,0.0002245
237,1468.11,0.71679,0.51956,1.02898,0.85408,0.75452,0.82372,0.58827,1.12728,0.71074,1.11383,0.0002212,0.0002212,0.0002212
238,1474.22,0.719,0.51622,1.01595,0.82119,0.76744,0.80645,0.58114,1.04583,0.76467,1.0944,0.0002179,0.0002179,0.0002179
239,1480.33,0.71157,0.52093,1.02936,0.8056,0.78553,0.81083,0.58024,1.02783,0.75828,1.09547,0.0002146,0.0002146,0.0002146
240,1486.49,0.71912,0.51359,1.01481,0.84048,0.74677,0.81504,0.58049,1.09506,0.77528,1.09484,0.0002113,0.0002113,0.0002113
241,1492.76,0.71361,0.51774,1.01376,0.85762,0.74935,0.81791,0.58993,1.20863,0.71183,1.0941,0.000208,0.000208,0.000208
242,1498.92,0.73172,0.53513,1.0306,0.81157,0.76227,0.812,0.58168,1.12507,0.69199,1.09521,0.0002047,0.0002047,0.0002047
243,1505.09,0.71509,0.54264,1.02318,0.86209,0.73902,0.81832,0.57571,1.19826,0.72149,1.11688,0.0002014,0.0002014,0.0002014
244,1511.29,0.73887,0.53846,1.03195,0.81165,0.78295,0.81006,0.5851,1.06162,0.77944,1.09711,0.0001981,0.0001981,0.0001981
245,1517.52,0.72522,0.54649,1.02656,0.81308,0.76744,0.80778,0.56506,1.16196,0.71842,1.13425,0.0001948,0.0001948,0.0001948
246,1523.65,0.73108,0.52747,1.02262,0.80079,0.80362,0.82545,0.59385,1.12682,0.66655,1.12681,0.0001915,0.0001915,0.0001915
247,1529.78,0.71373,0.53968,1.03301,0.83011,0.75755,0.83254,0.59225,1.10346,0.68818,1.12952,0.0001882,0.0001882,0.0001882
248,1535.93,0.68934,0.49497,0.99899,0.87021,0.72351,0.81644,0.58648,1.10789,0.69886,1.10393,0.0001849,0.0001849,0.0001849
249,1542.06,0.73016,0.52374,1.03511,0.82525,0.76486,0.81539,0.56757,1.16098,0.71539,1.13105,0.0001816,0.0001816,0.0001816
250,1548.14,0.69926,0.50648,1.01345,0.84782,0.77261,0.83271,0.59409,1.15214,0.71306,1.11202,0.0001783,0.0001783,0.0001783
251,1554.3,0.70795,0.51381,1.02146,0.8441,0.77778,0.83183,0.59433,1.16952,0.70518,1.12383,0.000175,0.000175,0.000175
252,1560.44,0.70565,0.51573,1.02338,0.83734,0.77151,0.82856,0.58544,1.21323,0.72254,1.12809,0.0001717,0.0001717,0.0001717
253,1566.61,0.70508,0.51146,1.0098,0.87457,0.75711,0.82082,0.58753,1.15595,0.70302,1.11365,0.0001684,0.0001684,0.0001684
254,1572.77,0.71586,0.51737,1.02161,0.8288,0.79587,0.82508,0.59387,1.13646,0.70807,1.10758,0.0001651,0.0001651,0.0001651
255,1579.03,0.71434,0.50261,1.01848,0.82402,0.78036,0.82921,0.59505,1.12012,0.6974,1.10566,0.0001618,0.0001618,0.0001618
256,1585.15,0.71477,0.51183,1.01338,0.84119,0.78018,0.82894,0.58915,1.11541,0.69054,1.11377,0.0001585,0.0001585,0.0001585
257,1591.28,0.73134,0.53642,1.02735,0.82806,0.79587,0.82892,0.58913,1.12621,0.69731,1.10557,0.0001552,0.0001552,0.0001552
258,1597.47,0.70132,0.51302,1.01298,0.81829,0.77962,0.82568,0.58809,1.08744,0.68356,1.10867,0.0001519,0.0001519,0.0001519
259,1603.62,0.70658,0.51024,1.01958,0.86847,0.74419,0.82536,0.57977,1.10863,0.69304,1.11747,0.0001486,0.0001486,0.0001486
260,1609.74,0.72434,0.52129,1.03341,0.83818,0.78967,0.83105,0.59191,1.08805,0.68439,1.10981,0.0001453,0.0001453,0.0001453
261,1615.91,0.69088,0.49573,1.01067,0.83427,0.78043,0.8229,0.58084,1.06258,0.6958,1.09307,0.000142,0.000142,0.000142
262,1621.99,0.68131,0.49163,1.012,0.82484,0.79093,0.81481,0.58678,0.99155,0.69292,1.08841,0.0001387,0.0001387,0.0001387
263,1628.09,0.69327,0.49785,1.00877,0.80785,0.77778,0.8101,0.57594,1.07517,0.69976,1.11025,0.0001354,0.0001354,0.0001354
264,1634.25,0.69246,0.49311,1.01447,0.81572,0.77781,0.80204,0.57645,1.05984,0.71644,1.08926,0.0001321,0.0001321,0.0001321
265,1640.38,0.69297,0.50774,1.00921,0.85541,0.76438,0.8189,0.5872,1.05711,0.71312,1.08559,0.0001288,0.0001288,0.0001288
266,1646.55,0.6882,0.49825,1.01165,0.83568,0.7622,0.81421,0.58818,1.11219,0.71525,1.11259,0.0001255,0.0001255,0.0001255
267,1652.63,0.69015,0.49293,1.00253,0.8036,0.77519,0.81523,0.59151,1.08693,0.70657,1.11434,0.0001222,0.0001222,0.0001222
268,1658.79,0.67763,0.47028,0.99981,0.81601,0.75635,0.80896,0.58628,1.11251,0.69932,1.12564,0.0001189,0.0001189,0.0001189
269,1664.91,0.6934,0.4919,1.01239,0.82446,0.75246,0.81151,0.58535,1.16479,0.72532,1.12763,0.0001156,0.0001156,0.0001156
270,1671.11,0.6725,0.47562,1.00304,0.83967,0.75783,0.82117,0.58744,1.09143,0.7237,1.10954,0.0001123,0.0001123,0.0001123
271,1677.22,0.69626,0.50432,1.01814,0.85181,0.73902,0.81439,0.58556,1.0797,0.71293,1.11479,0.000109,0.000109,0.000109
272,1683.42,0.7044,0.5103,1.01686,0.83561,0.75969,0.81855,0.59024,1.06737,0.68936,1.10838,0.0001057,0.0001057,0.0001057
273,1689.51,0.69173,0.49472,1.01365,0.82754,0.76876,0.81725,0.58719,1.06709,0.67773,1.10002,0.0001024,0.0001024,0.0001024
274,1695.66,0.6832,0.49493,1.00398,0.83117,0.76744,0.81489,0.58586,1.02685,0.68028,1.08785,9.91e-05,9.91e-05,9.91e-05
275,1701.73,0.68238,0.4869,1.00488,0.81216,0.79587,0.82436,0.5926,1.12546,0.69698,1.10128,9.58e-05,9.58e-05,9.58e-05
276,1707.99,0.68784,0.49497,1.00179,0.81832,0.78036,0.82075,0.58152,1.1584,0.70628,1.12563,9.25e-05,9.25e-05,9.25e-05
277,1714.06,0.66709,0.47931,0.99996,0.87746,0.73385,0.82118,0.58215,1.18745,0.70664,1.13723,8.92e-05,8.92e-05,8.92e-05
278,1720.24,0.69067,0.50226,1.01152,0.81788,0.77752,0.82169,0.58767,1.10491,0.68698,1.12173,8.59e-05,8.59e-05,8.59e-05
279,1726.32,0.68839,0.49877,1.01376,0.80992,0.77519,0.81191,0.58654,1.1247,0.71107,1.12524,8.26e-05,8.26e-05,8.26e-05
280,1732.49,0.68633,0.49582,1.00487,0.83032,0.7416,0.80794,0.57895,1.18531,0.72485,1.12784,7.93e-05,7.93e-05,7.93e-05
281,1738.57,0.68299,0.48073,1.00447,0.82735,0.75452,0.81018,0.58223,1.16034,0.72491,1.11921,7.6e-05,7.6e-05,7.6e-05
282,1744.8,0.70199,0.49329,1.00645,0.81116,0.77261,0.81256,0.58881,1.12838,0.71678,1.12497,7.27e-05,7.27e-05,7.27e-05
283,1750.9,0.67192,0.4903,0.99968,0.81835,0.76486,0.81743,0.59003,1.12662,0.72027,1.12257,6.94e-05,6.94e-05,6.94e-05
